swsid,n,perm,perimp,percov,perow,perwl
3677879,7522,medium,0.0064772666843924635,0.8393711778782287,0.11044934857750603,0.05674554639723484
3707392,4066,medium,0.0,0.814572060993605,0.12969995081160837,0.07430398425971471
3727815,7813,medium-high,0.008076795085114575,0.8861948035325802,0.08829898886471264,0.0213387943171637
3732739,4276,medium,0.0016777362020579975,0.938444808231994,0.036155285313377014,0.031234798877455575
3757404,5350,low-medium,0.0014171962616822426,0.8960579439252346,0.03949906542056076,0.08370093457943922
3783406,4069,medium,0.002749078397640697,0.9065151142786945,0.04780535758171541,0.05659375768001969
3793307,4331,low-medium,0.0005652274301546986,0.897709535903948,0.01954283075502193,0.10944354652505205
3817654,4077,medium-high,0.008814814814814834,0.8205248957566886,0.15223939170959042,0.022487122884473874
3833188,4300,medium,0.004791627906976748,0.8472069767441872,0.13767441860465116,0.012641860465116273
3843514,4219,medium,0.0025868689262858492,0.8702133206921092,0.09281820336572658,0.04523346764636171
3872643,4305,medium-high,0.01112799070847854,0.6165505226480839,0.35691521486643407,0.01792334494773519
3873303,4009,medium,0.0029174357695185824,0.7572162634073326,0.21768021950611127,0.02889498628086807
3877761,4097,medium-high,0.0155767634854772,0.7919843788137703,0.18365633390285574,0.008044910910422259
3892568,6316,medium,0.010346421785940498,0.7638632045598557,0.19434452184927184,0.039493350221659305
3953275,4830,low-medium,0.0013867494824016562,0.854213250517599,0.09518012422360246,0.06530020703933741
3978429,5635,medium,0.0029022182786157947,0.8526548358473841,0.11510204081632654,0.03843833185448088
3987220,4108,medium,0.004792112950340804,0.8821105160662156,0.1121129503407985,0.00018500486854917234
4047291,12040,medium,0.0051367109634551655,0.8980988372093015,0.06601993355481722,0.039784053156146165
4057475,4017,medium,0.00044859347771969134,0.8950684590490414,0.04285785411999008,0.08206123973114256
4093022,4234,medium,0.000730751062824752,0.8784010392064241,0.05969768540387341,0.0813887576759565
4102927,4336,medium,0.0037089483394833933,0.9116005535055375,0.03406826568265685,0.06662361623616242
4117711,6096,medium-high,0.01070866141732286,0.7777591863517103,0.1954593175853016,0.018910761154855637
4123492,4002,low-medium,0.004978510744627692,0.6722563718140966,0.2978310844577712,0.03207396301849075
4172227,4395,medium,0.003094425483503981,0.8767258248009122,0.11924459613196818,0.0005187713310580205
4203159,13833,medium,0.008280633268271555,0.74161859321911,0.2334388780452541,0.020267476324730718
4227467,4313,low-medium,0.0,0.8721539531648513,0.08755854393693485,0.05371667053095295
4252247,4246,low-medium,0.004980687706076313,0.8493735280263823,0.14123410268487982,0.004710315591144604
4253115,4007,medium,0.008417269777888717,0.7830172198652411,0.1482405789867732,0.07845270776141754
4262598,4124,low-medium,0.009002909796314282,0.7766100872938931,0.1872938894277402,0.0340058195926285
4282351,4020,low-medium,0.0,0.8412338308457716,0.10419900497512426,0.07275621890547264
4303305,5306,low-medium,0.004344515642668685,0.7968168111571836,0.1617791179796457,0.04839050131926119
4303486,7182,medium,0.010519075466443921,0.7599902534113157,0.21503202450570877,0.016803118908382066
4313009,5800,medium,0.008300689655172434,0.9153603448275923,0.04195172413793104,0.04389655172413789
4317540,5197,low-medium,0.0022832403309601687,0.8734058110448354,0.07661343082547628,0.06305945737925726
4333836,5045,medium,0.005054509415262645,0.896261645193262,0.06306442021803765,0.046303270564915754
4347680,7304,medium,0.01095317634173059,0.6850191675794162,0.29451259583789713,0.010109529025191674
4352299,7184,low-medium,0.0008944877505567926,0.880903396436528,0.08479955456570162,0.04432628062360802
4357882,4000,low-medium,0.0006374999999999998,0.8832750000000004,0.06841000000000001,0.06341999999999999
4368060,4017,medium,0.01068160318645759,0.7572043813791391,0.19945232760766743,0.04103559870550163
4387828,4002,medium-high,0.00366166916541729,0.887463768115943,0.02910544727636182,0.1054972513743129
4392625,4056,low-medium,0.013697238658777151,0.7502218934911269,0.20589743589743612,0.03702169625246551
4433380,4226,low-medium,0.004046852815901563,0.8717747278750619,0.09217226691907246,0.04172266919072407
4442272,4009,medium,0.00789573459715642,0.965305562484414,0.011613868795210766,0.018388625592417066
4453789,4444,medium,0.004215571557155718,0.9401237623762382,0.026948694869486936,0.0372907290729073
4458656,4036,medium,0.008887512388503485,0.7715708622398431,0.1856689791873143,0.04307234886025771
4477978,4239,medium-high,0.024736022646850795,0.8197570181646723,0.12949280490681767,0.02886529841943855
4482504,6991,low-medium,0.0025386926047775713,0.8711343155485629,0.08865684451437573,0.04962952367329423
4532691,4418,medium,0.015283838841104598,0.6215504753282035,0.3438116794929831,0.022209144409234962
4533483,4051,medium,0.01128857072327824,0.886349049617384,0.07682053813873123,0.031399654406319435
4553939,4032,medium,0.00958779761904764,0.8868353174603216,0.08780753968253964,0.018769841269841277
4567958,4361,medium,0.008100435679889946,0.8498119697317195,0.08744783306581058,0.07094703049759225
4573219,4566,low-medium,0.008548401226456444,0.7989969338589585,0.17421813403416553,0.022303985983355226
4577140,4059,low-medium,0.007773343187977356,0.8040551860064091,0.18616407982261646,0.0008474993840847499
4578871,4319,low-medium,0.0045343829590182945,0.9217457744848381,0.036036119472100024,0.04917805047464692
4582983,7733,medium,0.008010862537178353,0.9257519720677683,0.024088969352127263,0.05431268589163325
4602645,4110,medium,0.005327493917274944,0.8945304136253069,0.044661800486617984,0.07272019464720202
4608733,4033,low-medium,0.004737912224150761,0.8376989833870594,0.12947185717827925,0.03634019340441359
4612870,4028,medium,0.005613207547169819,0.88600794438928,0.08751737835153926,0.026494538232373396
4618400,4003,medium,0.008604046964776445,0.7802398201349008,0.10907819135648263,0.13407944041968536
4618564,4017,low-medium,0.00215832710978342,0.8961911874533237,0.05974607916355493,0.0553647000248942
4637363,4146,low-medium,0.001886155330438977,0.8638760250844187,0.06517124939700923,0.0916449589966233
4637722,4651,medium-high,0.01131627606966246,0.7960309610836418,0.17614276499677478,0.01935067727370458
4648747,4626,low-medium,0.003660181582360571,0.9140985732814533,0.0688975356679637,0.016930393428447908
4658307,4006,medium,0.0028856714927608584,0.9120369445831249,0.04297553669495757,0.0554568147778333
4663229,5984,medium,0.009829545454545478,0.7625985962566875,0.18583556149732608,0.053335561497326205
4667266,4009,medium,0.006793215265652306,0.9430656023946178,0.03643801446744824,0.016672486904464948
4683651,4639,low-medium,0.007922828195731858,0.8069971976719182,0.17099374865272693,0.01691743910325501
4708115,6626,medium,0.01038062179293694,0.8899305765167574,0.08387564141261691,0.018641714458194986
4712507,5124,low-medium,0.0014465261514441839,0.8976971116315384,0.04748633879781421,0.07081967213114758
4713957,4214,low-medium,0.009254390128144298,0.8471950640721448,0.11218794494542003,0.0396392975794969
4748508,4196,medium,0.0006239275500476646,0.9211177311725454,0.03535748331744519,0.057054337464251696
4777429,4912,low-medium,0.002007328990228013,0.8224755700325743,0.11017915309446248,0.0866449511400652
4777868,4003,low-medium,0.010489632775418464,0.7009767674244356,0.2688083937047214,0.02383212590557084
4778802,4166,medium,0.004113298127700431,0.9258041286605898,0.02760441670667308,0.05566970715314452
4803117,5414,medium,0.008798300701884027,0.8238991503509472,0.11889915035094197,0.06246767639453271
4803290,4666,medium,0.00631033004714961,0.899961423060437,0.023934847835405063,0.09157308186883857
4813532,4125,low-medium,0.004681696969696973,0.9347345454545475,0.026608484848484854,0.0441987878787879
4837136,4018,medium,0.0012777501244400193,0.8508710801393728,0.14051767048282723,0.009477351916376301
4857491,5451,low-medium,0.005626123647037257,0.915558613098516,0.02433314988075581,0.07131902403228767
4857929,4684,medium-high,0.011468830059777994,0.7820239111870222,0.19502988898377466,0.012604611443210926
4868923,5270,medium,0.005658064516129046,0.8425332068311222,0.1016546489563568,0.06554079696394677
4882715,4068,medium-high,0.010380530973451348,0.7261971484759103,0.25105211406096356,0.014051130776794487
4892240,4002,medium,0.0018860569715142424,0.9443728135932051,0.03147426286856576,0.02924537731134434
4928061,4743,medium,0.0037132616487455202,0.9147585916086883,0.03605313092979123,0.059759645793801365
4942805,5088,medium,0.005813679245283038,0.9033569182389974,0.060935534591194954,0.03849056603773584
4948866,8656,medium,0.009089186691312413,0.7323047597042573,0.17754158964879835,0.10594731977818844
4957154,4939,low-medium,0.00839157724235678,0.7246041708847983,0.2545049605183234,0.014691233043126136
4977272,8025,low-medium,0.00036012461059190025,0.8148107165109038,0.10812211838006254,0.09722118380062307
4992772,4494,medium-high,0.004683133066310645,0.8642656875834464,0.0601780151312862,0.09339563862928348
4993785,4101,medium,0.008663740551085125,0.7752231163130985,0.10916361862960268,0.14056083881980005
4998650,4155,medium,0.007200962695547555,0.8891648616125165,0.08656558363417567,0.021063778580024048
5013497,4756,medium,0.003796047098402021,0.8937342304457543,0.05507148864592097,0.06230445752733386
5027726,4386,medium,0.018317829457364397,0.6461924304605587,0.31559507523939817,0.022216142270861824
5037221,5036,medium,0.0022482128673550427,0.8854567116759342,0.041032565528196986,0.09448768864177924
5048734,4351,low-medium,0.00827533900252818,0.8129464490921667,0.15684670190760744,0.027294874741438754
5058202,4070,medium,0.006499262899262911,0.8452235872235863,0.0878525798525799,0.07903685503685502
5063440,4014,medium,0.011638266068759378,0.8435301444942715,0.12070752366716499,0.029427005480817156
5063479,4010,medium-high,0.012065336658354147,0.8665985037406516,0.07648877805486282,0.05695760598503744
5087186,4118,medium,0.0075794074793589334,0.9178023312287559,0.028644973288003903,0.059514327343370574
5097461,4000,low-medium,0.0,0.88028,0.053630000000000046,0.0881200000000001
5097876,5448,medium,0.014353891336270222,0.730407488986789,0.23538179148311322,0.023098384728340703
5103248,5346,medium,0.007536475869809216,0.8316797605686549,0.09777029554807334,0.08224466891133557
5128730,4653,medium,0.0020094562647754136,0.8215602836879445,0.13512142703632063,0.05460563077584355
5129547,4156,low-medium,0.005104908565928788,0.9359408084696843,0.03696823869104908,0.028113570741097212
5137483,4027,low-medium,0.0,0.8493667742736539,0.0514030295505339,0.13230692823441767
5147989,4172,medium,0.005020134228187925,0.9137008628954981,0.046308724832214786,0.04544582933844683
5152031,4126,low-medium,0.0042767813863305885,0.8445661657779937,0.10023267086766845,0.06689287445467772
5157621,5073,medium,0.0031902227478809372,0.9048925684999036,0.04163217031342397,0.06629607727183129
5204442,4298,low-medium,0.0015583992554676588,0.9283410888785485,0.04812470916705441,0.028934388087482547
5223045,5936,low-medium,0.008265161725067407,0.7324393530997331,0.22781671159029618,0.040026954177897575
5228789,8540,medium,0.009268384074941478,0.7148501170960212,0.21162529274004666,0.08349414519906323
5233377,4003,medium,0.009249562827879107,0.9232650512115973,0.03978016487634274,0.034763927054708973
5234513,4000,low-medium,0.004403000000000002,0.9644050000000026,0.01987,0.014059999999999993
5237424,4144,low-medium,0.0,0.8562089768339782,0.07628378378378389,0.09000965250965264
5237762,5850,medium-high,0.013315213675213714,0.7664752136752178,0.19390085470085427,0.03194529914529918
5248882,4605,medium,0.00507969598262759,0.9448751357220432,0.016790445168295327,0.043144408251900114
5282302,4989,low-medium,0.0,0.738936460212476,0.07211064341551414,0.15327320104229297
5282571,4337,low-medium,0.0,0.8834978095457701,0.0680747060179848,0.06456997924832837
5289451,4636,low-medium,0.0021121656600517685,0.9104270923209689,0.06150129421915441,0.03411561691113028
5293098,4070,low-medium,0.006616216216216232,0.9107346437346474,0.049690417690417724,0.04238820638820642
5297976,4036,medium,0.010269078295341943,0.8887809712586741,0.06446977205153616,0.04622398414271557
5298746,4004,medium-high,0.009128371628371662,0.7717782217782237,0.1560139860139862,0.08195804195804195
5303477,4258,medium-high,0.004910756223579152,0.9250093940817307,0.046434945984030085,0.03037106622827622
5338360,4271,medium,0.0041395457738234625,0.9200819480215439,0.02672910325450713,0.06442519316319364
5382670,4028,medium-high,0.004060079443892751,0.9280883813306869,0.03542204568023834,0.042284011916583895
5382845,5758,medium-high,0.012193469954845467,0.7039701285168493,0.20127127474817655,0.10721778395276142
5388947,6265,medium,0.005307581803671209,0.9021181165203561,0.05363128491620112,0.05067517956903434
5403233,4020,medium,0.011147263681592072,0.7199975124378138,0.2576417910447761,0.012328358208955222
5432069,4003,low-medium,0.0,0.8828573569822652,0.05049213090182368,0.08876342742942792
5434501,5785,low-medium,0.005548141745894564,0.8282852203975835,0.14088159031979255,0.03240795159896285
5457184,5739,medium,0.007577278271475891,0.9184174943369936,0.03144101759888485,0.03160132427252139
5466884,4414,low-medium,0.004159492523787949,0.8966334390575436,0.028944268237426393,0.09270502945174444
5469595,4257,low-medium,0.004272962179938924,0.8854028658679834,0.08405919661733612,0.034014564247122396
5472029,4519,low-medium,0.001549900420447001,0.8818468687762798,0.06668732020358492,0.044779818543925626
5472946,5555,medium-high,0.004492529252925297,0.9119891989198948,0.029918991899189902,0.07040864086408634
5473623,5499,low-medium,0.0,0.8767903255137296,0.05785779232587743,0.08713584288052387
5503593,4034,low-medium,0.0,0.9227045116509665,0.03800694100148739,0.05238472979672785
5512648,4038,medium,0.005792966815255086,0.9648018821198645,0.014957899950470518,0.017899950470529957
5523847,4086,medium,0.0,0.8823641703377381,0.009486049926578559,0.1441997063142438
5533898,4214,low-medium,0.0058092074038917935,0.86027527289986,0.10341718082581872,0.03929757949691507
5538441,6531,medium,0.005742152809676947,0.9359363037819657,0.04433624253559949,0.01729597305160007
5539545,4507,low-medium,0.011821167073441332,0.8053694253383649,0.16959396494342116,0.014839139116929221
5547402,6700,low-medium,0.0,0.7784874626865725,0.15131343283582083,0.060017910447761176
5558724,4034,low-medium,0.003270203272186414,0.8187159147248393,0.14651462568170545,0.04122954883490334
5559487,4631,low-medium,0.0022686244871518027,0.8857007125890733,0.09644569207514576,0.02024616713452818
5572825,5325,medium-high,0.014398122065727735,0.7763906103286446,0.15492957746478872,0.06898779342723012
5578209,4714,medium,0.0067509546033093105,0.928139584217229,0.02066185829444211,0.05767501060670345
5592710,4264,medium-high,0.014958724202626672,0.883883677298317,0.0800281425891182,0.024652908067542223
5594221,4038,low-medium,0.003864784546805348,0.879824170381377,0.023229321446260522,0.12319960376423969
5607254,5303,low-medium,0.00026777295870262125,0.6473501791438864,0.17130680746747137,0.07378465019800116
5607473,4032,low-medium,0.0,0.8771056547619075,0.0669642857142858,0.0745734126984127
5633663,6010,medium,0.005391347753743776,0.9109783693843625,0.06006655574043263,0.030149750415973352
5648320,4198,medium,0.0076374464030490976,0.961383992377327,0.0033825631252977608,0.03499761791329207
5652905,5575,medium-high,0.004165381165919288,0.8222762331838575,0.00988699551569506,0.2172484304932736
5657684,4004,medium-high,0.00772727272727275,0.9456243756243775,0.02301698301698301,0.0296903096903097
5670916,963,low-medium,0.0,0.9025441329179643,0.07480789200415368,0.030197300103842153
5688094,4083,medium,0.0005079598334557923,0.78262552045065,0.14152338966446235,0.10033798677443048
5696859,4429,medium,0.007569202980356766,0.9047911492436266,0.018920749604876955,0.08984420862497182
5700931,1744,low-medium,0.0,0.8610779816513771,0.11497706422018357,0.031926605504587154
5704117,4005,medium,0.00426167290886392,0.9482097378277164,0.011945068664169783,0.04644194756554304
5705887,1564,low-medium,0.0,0.9268158567774943,0.0673913043478261,0.007723785166240409
5713405,6814,medium,0.001995890813031992,0.8950880540064582,0.05714117992368653,0.0605635456413267
5719477,4051,low-medium,0.0043643544803752205,0.8659170575166656,0.10356948901505805,0.03383855838064676
5728318,4004,medium,0.00039060939060939063,0.9618256743256746,0.008381618381618373,0.039110889110889106
5728362,4349,medium-high,0.004776730282823641,0.9606070361002534,0.007394803403081162,0.03517130374798806
5734202,4022,low-medium,0.004015415216310293,0.9057309796121344,0.020855295872700148,0.09158627548483346
5737167,5527,medium,0.0020238827573728956,0.8904932151257465,0.02084313370725527,0.12487063506423006
5738825,4115,medium,0.0024291616038882137,0.9820243013365735,0.004335358444714455,0.014376670716889427
5762693,4758,medium-high,0.01080453972257253,0.8867129045817632,0.05125683060109288,0.06575872215216479
5766966,4634,low-medium,0.005370738023306008,0.9388347000431633,0.019499352611135078,0.04712990936555886
5770907,8,low-medium,0.0,0.9349999999999999,0.065,0.0
5777374,4583,low-medium,0.00018852280165830245,0.7114409775256405,0.19204014837442715,0.07617717652192889
5777951,4576,low-medium,0.0,0.8277469405594419,0.10747377622377638,0.08637237762237773
5802422,4033,low-medium,0.0,0.8234093726754301,0.13153483758988352,0.060074386312918386
5813071,4310,medium,0.002098375870069605,0.79378886310905,0.1097540603248261,0.12531786542923454
5813532,5461,medium,0.0023720930232558135,0.909468961728623,0.04066654458890315,0.06276506134407618
5814269,4358,low-medium,0.005898118402937139,0.8480266177145491,0.09212482790270769,0.07054612207434609
5818237,5004,medium,0.010422861710631512,0.8596143085531619,0.09932853717026376,0.038393285371702626
5823994,4136,medium,0.0050638297872340485,0.9092601547388808,0.02102514506769824,0.08500967117988392
5828029,4631,low-medium,0.0008369682573958106,0.8185100410278557,0.11533578060893988,0.08689267976678904
5847050,8269,medium,0.0012540815092514208,0.7716488088039669,0.06379005925746777,0.11489176442133286
5849179,4492,low-medium,0.0017030276046304535,0.9005008904719516,0.04579697239536955,0.06893143365983968
5862457,4708,low-medium,0.0,0.8371028037383198,0.12904842820730664,0.045131690739167424
5871067,5,low-medium,0.0,0.6239999999999999,0.376,0.0
5872544,4403,low-medium,0.0007953667953667953,0.8550965250965259,0.08347036111741997,0.08066318419259594
5876069,24,low-medium,0.0,0.7816666666666667,0.21833333333333335,0.0
5880898,42,low-medium,0.0,0.8666666666666671,0.13333333333333336,0.0
5888410,4806,medium,0.0016978776529338324,0.8178942987931747,0.06656679151061173,0.14909696213067003
5896082,8,low-medium,0.0765,0.875,0.035,0.0
5903656,4123,low-medium,0.012015037593984979,0.7109653165171039,0.2670870725200096,0.009808391947610962
5907591,5153,low-medium,0.00727110421113916,0.8231884339219927,0.1284067533475646,0.053134096642732394
5912204,4050,low-medium,0.008404444444444444,0.6715846913580307,0.10773333333333333,0.11485432098765423
5915698,106,medium,0.006415094339622643,0.9173584905660375,0.07509433962264153,0.0
5916076,7,low-medium,0.0,0.7542857142857143,0.24571428571428572,0.0
5916103,3005,low-medium,0.01400732113144763,0.8439667221297886,0.050582362728785434,0.11862895174708821
5918258,5261,medium-high,0.009513020338338745,0.9427485268960331,0.017912944307165935,0.03752898688462271
5920879,155,low-medium,0.0,0.9238709677419352,0.07612903225806449,0.0
5925907,10,low-medium,0.0,0.9039999999999999,0.096,0.0
5930890,15,low-medium,0.0,0.912,0.08800000000000001,0.0
5930893,99,low-medium,0.0,0.8694949494949493,0.13050505050505046,0.0
5939423,7461,low-medium,0.004388419782870941,0.7727395791448914,0.2030666130545502,0.025374614662913828
5941822,4013,low-medium,0.003338151009220034,0.8098853725392517,0.12151507600299025,0.08622975330176927
5946565,4013,medium,0.011446299526538754,0.9115424869175204,0.07177672564166464,0.004286070271617243
5947274,4737,low-medium,0.0,0.6509090141439778,0.18525649145028497,0.15256913658433613
5949251,4868,low-medium,0.006935497124075619,0.8466125718981119,0.03578471651602302,0.14592440427280182
5958185,4000,medium,0.015963000000000043,0.8728400000000038,0.09581000000000013,0.01676
5962861,4968,high,0.010717391304347844,0.8443659420289874,0.09466183574879236,0.06448470209339778
5970969,5926,low-medium,0.0027310158623017207,0.7497114411069883,0.23187310158622967,0.020269996625042194
5983153,5717,medium,0.006660836102851161,0.8247804792723517,0.11174392163722242,0.07418576176316265
5983550,4002,medium,0.009815092453773117,0.7688280859570226,0.14612693653173406,0.0979510244877561
5985695,2153,high,0.0015633999071063632,0.976293543892244,0.01690664189503017,0.006614026939154666
5989429,4065,low-medium,0.004951537515375156,0.5854956949569496,0.3537712177121773,0.07321033210332104
6003617,4170,low-medium,0.021192326139088717,0.6736201438848936,0.20042206235011994,0.09925179856115117
6003865,4018,low-medium,0.014788949726231957,0.8780482827277276,0.002667994026879044,0.11486311597809867
6015877,40,low-medium,0.0,0.8800000000000002,0.12000000000000002,0.0
6016524,5718,medium,0.0073018537950332325,0.8309408884225291,0.10772997551591483,0.07031829310947883
6020874,6,low-medium,0.0,0.8066666666666668,0.19333333333333336,0.0
6020895,13,low-medium,0.0,0.7569230769230769,0.24307692307692313,0.0
6022028,5857,medium,0.003837117978487286,0.8639696090148586,0.04184394741335157,0.1195629161686871
6029020,4899,medium,0.003109205960400081,0.8887181057358654,0.014451928965094916,0.12422943457848552
6034333,4004,low-medium,0.0020889110889110883,0.8134290709290742,0.10054945054945072,0.11141858141858146
6035900,13,low-medium,0.0,0.8184615384615385,0.18153846153846157,0.0
6042153,4274,medium,0.0,0.7924796443612548,0.01929808142255498,0.27416003743565714
6050924,14,low-medium,0.0,0.9085714285714286,0.09142857142857143,0.0
6051028,1504,low-medium,0.02016489361702133,0.8048337765957433,0.08473404255319171,0.11561170212765974
6051537,4021,low-medium,0.007432479482715764,0.7543446903755302,0.17565779656801803,0.08167122606316847
6052199,5007,low-medium,0.0,0.6889147193928585,0.03861793489115242,0.2418853604953065
6059120,10337,medium,0.003729902292734846,0.8735222985392253,0.03770533036664409,0.11251233433297851
6060948,6,low-medium,0.0,0.8133333333333334,0.18666666666666668,0.0
6063320,4030,medium,0.0037290322580645152,0.8553176178660052,0.06864516129032262,0.09553349875930531
